year,category1,category2,1,2,3,4,5
2010,hhinc,hund,9.7,26.3,44,17,3.1
2010,hhinc,twhund,8,24.2,45.9,18.7,3.3
2010,hhinc,thhund,8,27.6,43.5,17.6,3.2
2010,hhinc,fohund,8.7,27.3,42.6,18.8,2.6
2010,hhinc,fvhund,9.5,31.8,39.8,15.6,3.3
2010,hhinc,sxhund,8.3,27.2,41.9,19.1,3.4
2010,agend,teenm,6.1,23.8,48.6,17.8,3.8
2010,agend,teenf,4.5,22.3,49.2,19.6,4.4
2010,agend,teensm,-,-,-,-,-
2010,agend,teensf,-,-,-,-,-
2010,agend,twentm,6.2,23.6,46.9,20.6,2.7
2010,agend,twentf,5.4,22.7,46.7,20.9,4.3
2010,agend,thirtm,8,24.8,44,19.2,4.1
2010,agend,thirtf,6.3,24.1,44.7,21.3,3.6
2010,agend,fortm,10,28.8,42.6,15.7,2.8
2010,agend,fortf,8.8,27.9,43.6,16.9,2.8
2010,agend,fiftm,10.8,27.8,42.1,16.7,2.5
2010,agend,fiftf,10,25.6,45,16.5,2.9
2010,agend,sixm,16.8,30.1,35.1,15.6,2.4
2010,agend,sixf,16,31.2,36.8,14,2
2010,agend,eldm,17.8,31.3,34.7,13.6,2.6
2010,agend,eldf,17,31.5,36.8,12.9,1.8
2010,agedu,twmid,9.6,15,60.4,10.5,4.6
2010,agedu,twhigh,5.3,22.5,48.4,20.6,3.2
2010,agedu,twcol,6.1,24.2,44.5,21.5,3.7
2010,agedu,thmid,8.4,18.1,55.9,14,3.5
2010,agedu,thhigh,6.1,24.8,46,19.5,3.6
2010,agedu,thcol,7.9,24.4,42.8,20.9,4
2010,agedu,frtmid,11.1,25.1,42.9,17,3.9
2010,agedu,frthigh,9.1,27.8,44.6,15.9,2.5
2010,agedu,frtcol,9.3,30,41.3,16.6,2.9
2010,agedu,fifmid,11.4,26.1,43.8,16,2.7
2010,agedu,fifhigh,9.1,25.7,45.2,17.2,2.9
2010,agedu,fifcol,10.9,30,39.9,16.8,2.5
2010,agedu,sxmid,16.9,31.4,35.8,14.2,1.8
2010,agedu,sxhigh,13.9,28,37.7,17.5,2.8
2010,agedu,sxcol,16.7,30.5,35.2,13.7,3.9
2010,agedu,eldmid,17.5,32.1,35.6,13,1.8
2010,agedu,eldhigh,16.2,27.8,36.8,16.2,3
2010,agedu,eldcol,17.1,31.3,37.9,9.6,4.1
2012,total,total,12.3,27.8,43.2,14.3,2.5
2012,geog,urban,8,26.3,47.1,15.9,2.8
2012,geog,rural,32.4,35,24.7,6.7,1.2
2012,gender,male,12.7,27.8,42.8,14.2,2.5
2012,gender,female,11.9,27.8,43.5,14.3,2.5
2012,residence,indiv,19.7,27.2,37.9,13.2,2
2012,residence,apt,10.3,30.6,43.4,13.4,2.2
2012,residence,other,5.4,21.2,51.1,18.2,4.1
2012,age,teen,-,-,-,-,-
2012,age,teens,9.7,27.5,46.2,13.9,2.6
2012,age,twenties,7.6,25.2,47.2,17.5,2.5
2012,age,thirties,8.8,26.5,45.4,16,3.3
2012,age,forties,11.2,29.1,43.3,14,2.5
2012,age,fifties,13.7,27.6,42.6,13.6,2.4
2012,age,sixties,20.6,30.1,36.5,11.1,1.7
2012,age,elder,22.4,30.9,34.9,10.2,1.6
2012,educ,elem,20.3,30.1,36.2,11.2,2.2
2012,educ,midsc,11.9,27.4,45,13.6,2.1
2012,educ,highsc,10.3,26.2,46.4,14.6,2.6
2012,educ,college,10.4,28.6,42.5,15.8,2.7
2012,marital,unmarried,8.4,26.2,46.6,16.3,2.5
2012,marital,married,13.5,28.4,41.9,13.5,2.6
2012,marital,dead,19.6,30.3,37.3,11,1.8
2012,marital,divorced,10.2,26.5,45.9,15.7,1.7
2012,econ,work,13.6,27.9,41.6,14.2,2.6
2012,econ,nowork,10.6,27.6,45.1,14.3,2.3
2012,indust,agriff,42.1,33.4,17.5,5.4,1.6
2012,indust,mining,8.6,25.2,46.5,16.3,3.3
2012,indust,socap,10.8,27.8,43.8,15,2.6
2012,job,profm,11.3,28.5,41.8,15.6,2.8
2012,job,clerk,9.5,28.7,43.7,15.8,2.4
2012,job,service,10.4,26.9,45.6,14.7,2.3
2012,job,farmf,42.5,33.6,16.9,5.4,1.6
2012,job,funct,10.7,25.9,45.3,14.9,3.2
2012,empstat,employee,10.4,27.2,44.3,15.2,2.9
2012,empstat,employer,11.3,29.5,43,13.9,2.3
2012,empstat,selfemp,21.5,29.1,35.5,11.9,2.1
2012,satisf,satisfied,15.7,32.8,37.3,12.2,2
2012,satisf,soso,10.4,26.3,47.1,14,2.2
2012,satisf,unsatis,11,23.5,44,17.8,3.7
2012,hhinc,belhund,18.1,27.1,39.2,13.2,2.4
2012,hhinc,hund,12,25.8,45.5,14.4,2.3
2012,hhinc,twhund,10.9,27.4,44.7,14.7,2.3
2012,hhinc,thhund,9.8,29.2,44.4,14.4,2.2
2012,hhinc,fohund,11.2,29.5,42.3,13.9,3.2
2012,hhinc,fvhund,11.7,29.4,40.6,14.8,3.6
2012,hhinc,sxhund,12.1,29.9,40.3,14.9,2.8
2012,agend,teenm,-,-,-,-,-
2012,agend,teenf,-,-,-,-,-
2012,agend,teensm,10.6,27.8,44.5,14.2,2.9
2012,agend,teensf,8.7,27.2,48.1,13.7,2.3
2012,agend,twentm,8.8,25.1,47.7,16,2.3
2012,agend,twentf,6.4,25.3,46.7,19,2.7
2012,agend,thirtm,9.6,26.7,44.2,16.3,3.3
2012,agend,thirtf,7.9,26.3,46.6,15.8,3.4
2012,agend,fortm,12,29.1,42.5,14.2,2.2
2012,agend,fortf,10.3,29.1,44.1,13.7,2.8
2012,agend,fiftm,13.9,28.3,42.5,13,2.3
2012,agend,fiftf,13.5,26.9,42.8,14.3,2.5
2012,agend,sixm,20.4,29.7,36.6,11.5,1.8
2012,agend,sixf,20.7,30.4,36.5,10.8,1.7
2012,agend,eldm,22.5,29.9,35,11,1.6
2012,agend,eldf,22.3,31.7,34.8,9.7,1.6
2012,agedu,twmid,8.9,18,55.8,15.8,1.5
2012,agedu,twhigh,7.6,24.4,48.7,16.5,2.9
2012,agedu,twcol,7.5,26.4,45.2,18.8,2.1
2012,agedu,thmid,10,23.3,49.3,14.3,3
2012,agedu,thhigh,7.8,24.3,50.5,14.4,3
2012,agedu,thcol,9.3,27.8,42.4,17,3.5
2012,agedu,frtmid,10.4,27.7,44.6,15.1,2.2
2012,agedu,frthigh,11.2,28.3,44.3,13.6,2.5
2012,agedu,frtcol,11.3,30.2,41.9,14.1,2.5
2012,agedu,fifmid,16,27.5,41.1,13,2.4
2012,agedu,fifhigh,12,27,43.9,14.5,2.6
2012,agedu,fifcol,12.8,29.1,42.9,13.1,2.1
2012,agedu,sxmid,22.3,30.4,35.2,10.4,1.6
2012,agedu,sxhigh,14.8,27.7,42.4,13.3,1.9
2012,agedu,sxcol,19.2,32.6,34.8,11.4,2.1
2012,agedu,eldmid,23.8,31.6,33.4,9.7,1.5
2012,agedu,eldhigh,17.9,27.3,40.8,12.7,1.4
2012,agedu,eldcol,18.1,31.6,36.6,10.6,3
2014,total,total,10.2,25.8,43.2,17.4,3.4
2014,geog,urban,6.3,23.9,46.4,19.5,3.8
2014,geog,rural,28.6,35.1,27.6,7.2,1.4
2014,gender,male,10.4,26,43.5,16.7,3.4
2014,gender,female,10,25.7,42.8,18.1,3.5
2014,residence,indiv,17.7,27.5,37.9,14.3,2.6
2014,residence,apt,7.7,27.8,44,17,3.5
2014,residence,other,6,18.5,48.5,22.8,4.3
2014,age,teen,-,-,-,-,-
2014,age,teens,10.2,26,48,13.7,2.1
2014,age,twenties,7,21.4,47.5,20.1,4.1
2014,age,thirties,5.3,22.8,44.7,21.8,5.4
2014,age,forties,8.4,26.5,44.6,17.2,3.4
2014,age,fifties,10.9,26.9,42.3,16.6,3.2
2014,age,sixties,17.8,29.9,35.7,14.4,2.1
2014,age,elder,20,30.8,33.9,13.4,1.9
2014,educ,elem,19.1,30.4,35.7,13.1,1.6
2014,educ,midsc,11.6,27.7,43.7,14.8,2.2
2014,educ,highsc,8.2,24,46.7,17.7,3.4
2014,educ,college,7.7,24.9,42.7,20,4.8
2014,marital,unmarried,7.8,23.2,47.3,17.9,3.7
2014,marital,married,10.6,26.8,41.6,17.5,3.5
2014,marital,dead,18.8,29.1,36,14.2,1.9
2014,marital,divorced,7.6,24.9,46.6,17.6,3.3
2014,econ,work,10.3,25.9,42.6,17.4,3.7
2014,econ,nowork,10.1,25.7,43.9,17.3,3
2014,indust,agriff,35.1,37.9,19.9,6.3,0.8
2014,indust,mining,6.6,22.6,46.4,20,4.4
2014,indust,socap,8.2,25.3,44.4,18.2,4
2014,job,profm,8.6,24.2,42,20.5,4.6
2014,job,clerk,7.4,26.3,43.5,18.3,4.4
2014,job,service,7.5,24.1,46.9,17.6,3.8
2014,job,farmf,36.7,37.3,19.5,5.9,0.7
2014,job,funct,8.2,25.1,45.5,17.7,3.5
2014,empstat,employee,8,25.1,44.4,18.5,4
2014,empstat,employer,7.8,24.5,45.6,17.7,4.5
2014,empstat,selfemp,17.5,28,37.4,14.6,2.6
2014,satisf,satisfied,12.3,29.7,39.2,16,2.9
2014,satisf,soso,8.3,23.4,47.5,17.7,3.1
2014,satisf,unsatis,9.8,22.1,41.5,20.7,5.9
2014,hhinc,belhund,17.4,27.8,36.8,15.8,2.2
2014,hhinc,hund,11.2,25.5,43.5,16,3.7
2014,hhinc,twhund,8.5,24.6,45.9,17.7,3.3
2014,hhinc,thhund,8,25,45.3,18.1,3.5
2014,hhinc,fohund,8.3,27.1,44.1,17,3.5
2014,hhinc,fvhund,8.4,28.8,41.5,18.1,3.2
2014,hhinc,sxhund,8.8,24,41.9,20.7,4.7
2014,agend,teenm,-,-,-,-,-
2014,agend,teenf,-,-,-,-,-
2014,agend,teensm,11,27.5,47.2,11.9,2.4
2014,agend,teensf,9.3,24.4,48.9,15.5,1.8
2014,agend,twentm,8.1,21.3,47.9,19.4,3.4
2014,agend,twentf,6,21.5,47.1,20.7,4.7
2014,agend,thirtm,5.8,24.5,44.4,19.7,5.5
2014,agend,thirtf,4.8,21,45,23.9,5.3
2014,agend,fortm,8.9,26.2,44.2,17.4,3.3
2014,agend,fortf,8,26.8,44.9,16.9,3.4
2014,agend,fiftm,11.5,26.9,42.4,16.2,3
2014,agend,fiftf,10.4,26.9,42.2,17.1,3.5
2014,agend,sixm,17.4,29.1,37.4,13.9,2.2
2014,agend,sixf,18.1,30.6,34.5,14.8,2
2014,agend,eldm,19.5,30.2,35,13.3,2
2014,agend,eldf,20.3,31.3,33.1,13.4,1.9
2014,agedu,twmid,8.1,32.6,40.5,15.7,3
2014,agedu,twhigh,7.8,21.6,48.4,18.5,3.6
2014,agedu,twcol,6.2,20.7,46.8,21.8,4.5
2014,agedu,thmid,9.5,31.5,41.8,15.8,1.4
2014,agedu,thhigh,4.7,20.2,50.8,20.6,3.8
2014,agedu,thcol,5.4,23.9,41.9,22.5,6.3
2014,agedu,frtmid,13,27.3,41.3,15.4,3
2014,agedu,frthigh,7.6,26.1,47,16.2,3.1
2014,agedu,frtcol,8.7,26.8,42.5,18.4,3.7
2014,agedu,fifmid,13.2,28.5,39.8,16.6,1.9
2014,agedu,fifhigh,9.1,25.1,45.1,17.2,3.5
2014,agedu,fifcol,11.3,28.1,40.5,15.7,4.3
2014,agedu,sxmid,20.3,30.9,34,13.1,1.7
2014,agedu,sxhigh,12.4,27.3,39.7,17.5,3.1
2014,agedu,sxcol,13.3,29.1,38.8,16.1,2.7
2014,agedu,eldmid,22,31.4,32.6,12.5,1.4
2014,agedu,eldhigh,14.7,28.6,37.1,16.2,3.3
2014,agedu,eldcol,14.3,30,38,14.7,3.1
2016,total,total,8.7,23,40.4,21.4,6.6
2016,geog,urban,5.9,21.1,42.6,23.2,7.3
2016,geog,rural,21.8,32.2,29.9,12.9,3.3
2016,gender,male,8.9,23.6,40.8,20.4,6.3
2016,gender,female,8.5,22.4,39.9,22.4,6.8
2016,residence,indiv,13.6,24.4,37.4,20,4.6
2016,residence,apt,7.1,23.5,40.7,21.5,7.3
2016,residence,other,4.5,18.6,44.8,24,8.2
2016,age,teen,-,-,-,-,-
2016,age,teens,9.1,24.8,45.7,16.6,3.8
2016,age,twenties,6.3,20,41.7,24.1,7.8
2016,age,thirties,4.8,18.1,39.8,25.7,11.6
2016,age,forties,6.7,22,42.3,22.4,6.6
2016,age,fifties,8.6,24.1,41.5,20.2,5.6
2016,age,sixties,14.8,28,35.1,18.4,3.7
2016,age,elder,16.5,28.9,33,18,3.5
2016,educ,elem,16.3,28,35.2,17.5,3.1
2016,educ,midsc,10.8,25,42.3,18.1,3.8
2016,educ,highsc,7,21.7,43.2,22,6.1
2016,educ,college,6.5,21.6,38.8,23.5,9.5
2016,marital,unmarried,6.8,20.9,43.9,21.9,6.5
2016,marital,married,8.8,23.5,39.1,21.5,7.1
2016,marital,dead,15.8,27.4,35.4,18.4,3
2016,marital,divorced,8.2,23.7,41.5,21.5,5.1
2016,econ,work,8.2,23,40,22,6.9
2016,econ,nowork,9.3,23,40.9,20.6,6.2
2016,indust,agriff,31,33.4,22.7,11.7,1.2
2016,indust,mining,5.5,21.4,42,23.3,7.7
2016,indust,socap,6.9,22.4,41,22.6,7.1
2016,job,profm,6.3,23.1,36.6,25,8.9
2016,job,clerk,6.1,22.1,39.7,22.9,9.3
2016,job,service,6.6,21.1,44.5,22.1,5.7
2016,job,farmf,31.7,33.9,22.2,11,1.2
2016,job,funct,7.3,22.6,42.7,21.4,6
2016,empstat,employee,6.7,22,41.2,22.8,7.3
2016,empstat,employer,7,25.1,39.7,21.8,6.4
2016,empstat,selfemp,13.3,24.8,37.3,19.4,5.2
2016,satisf,satisfied,10.6,27,36.1,20,6.3
2016,satisf,soso,7.2,20.3,45.2,21.5,5.8
2016,satisf,unsatis,7.3,19.3,38.3,25.3,9.7
2016,hhinc,belhund,15.9,25.5,36,18.7,4
2016,hhinc,hund,10.2,22.9,40.5,21.2,5.2
2016,hhinc,twhund,6.4,22.1,42.7,22,6.8
2016,hhinc,thhund,6.9,21.4,41.8,22.7,7.1
2016,hhinc,fohund,7,23.3,40.5,20.9,8.2
2016,hhinc,fvhund,7.7,24,39.7,21.8,6.9
2016,hhinc,sxhund,7.5,23.3,38.8,22.2,8.2
2016,agend,teenm,-,-,-,-,-
2016,agend,teenf,-,-,-,-,-
2016,agend,teensm,9.3,26,44.7,15.5,4.5
2016,agend,teensf,8.9,23.4,46.9,17.8,3
2016,agend,twentm,7.6,20.5,42.3,22.6,6.9
2016,agend,twentf,4.9,19.4,41.1,25.7,8.8
2016,agend,thirtm,5.1,19.2,41.3,23.9,10.5
2016,agend,thirtf,4.4,17,38.2,27.5,12.9
2016,agend,fortm,7.2,23.9,41.4,21.7,5.8
2016,agend,fortf,6.3,20,43.1,23.1,7.4
2016,agend,fiftm,9.1,24.7,41.9,18.4,5.9
2016,agend,fiftf,8,23.5,41.1,22,5.3
2016,agend,sixm,14.6,27.3,35.7,18.4,4
2016,agend,sixf,15.1,28.5,34.6,18.4,3.4
2016,agend,eldm,16.3,28.3,32.9,18.5,4
2016,agend,eldf,16.7,29.3,33.1,17.7,3.1
2016,agedu,twmid,5.4,27.2,51.4,13.3,2.8
2016,agedu,twhigh,7,19.6,43.4,24,6
2016,agedu,twcol,5.7,20,39.5,24.8,10
2016,agedu,thmid,11.9,19.5,41.5,21.6,5.5
2016,agedu,thhigh,4.5,17,44.4,25.1,8.9
2016,agedu,thcol,4.7,18.6,37.6,26,13.1
2016,agedu,frtmid,9.8,20.2,43.8,23.3,2.9
2016,agedu,frthigh,5.9,21.7,44.3,22.3,5.8
2016,agedu,frtcol,7.2,22.5,40.2,22.4,7.7
2016,agedu,fifmid,11,25.3,41.1,18.8,3.8
2016,agedu,fifhigh,7.5,22.7,43.6,20.2,6
2016,agedu,fifcol,8.3,25.3,38.5,21.2,6.7
2016,agedu,sxmid,16.9,28.4,33.3,18.2,3.3
2016,agedu,sxhigh,11.5,26.6,38.3,19.5,4.3
2016,agedu,sxcol,10.8,28.8,38.4,17.6,4.5
2016,agedu,eldmid,18.3,28.8,32.3,17.3,3.3
2016,agedu,eldhigh,12.6,29.5,33.8,20,4.1
2016,agedu,eldcol,11.7,28.2,36.8,19.2,4
2018,total,total,7.2,21.4,35.3,24.5,11.6
2018,geog,urban,4.7,19.5,37,26.2,12.5
2018,geog,rural,19,30.5,27.4,16.1,7
2018,gender,male,7.5,21.6,36,24.3,10.7
2018,gender,female,7,21.3,34.7,24.6,12.4
2018,residence,indiv,12.1,23.5,33.6,22.7,8
2018,residence,apt,5.5,22.1,35.2,24.4,12.8
2018,residence,other,4.4,16.2,38.4,27.7,13.4
2018,age,teen,-,-,-,-,-
2018,age,teens,7.4,23.7,37.1,22.9,8.8
2018,age,twenties,4.8,18.3,35.5,26.4,15.1
2018,age,thirties,4.4,17.1,33.7,25.9,18.9
2018,age,forties,5,21.3,36.9,25.3,11.5
2018,age,fifties,7.4,22.2,37.9,24,8.5
2018,age,sixties,12.1,25.1,32.5,22.5,7.8
2018,age,elder,13.8,26,31.2,21.8,7.2
2018,educ,elem,13.9,26.4,31.5,21,7.2
2018,educ,midsc,8.4,24,36.6,22.9,8.1
2018,educ,highsc,6.3,20.4,38.1,24.6,10.6
2018,educ,college,5.2,19.9,33.6,26.1,15.2
2018,marital,unmarried,5.5,19.7,36.4,25.7,12.7
2018,marital,married,7.4,22,34.9,23.9,11.7
2018,marital,dead,13.6,26.3,31.5,21.4,7.3
2018,marital,divorced,5.8,18.8,39.2,27.2,9
2018,econ,work,7.1,21.3,35,24.9,11.8
2018,econ,nowork,7.3,21.6,35.8,23.9,11.3
2018,indust,agriff,29,31.7,20.6,14.6,4.2
2018,indust,mining,4.6,19.1,34.5,28.6,13.1
2018,indust,socap,5.9,21,36.3,24.8,12.1
2018,job,profm,5.1,19.2,32.4,27.4,15.9
2018,job,clerk,5,21.9,34.9,24.8,13.4
2018,job,service,5.4,20.7,37.7,24.5,11.7
2018,job,farmf,28.8,32.1,20.3,14.8,4
2018,job,funct,6.9,20.9,37.9,25.4,8.9
2018,empstat,employee,5.7,20.3,35.9,25.7,12.4
2018,empstat,employer,5.8,21.3,34.8,25.5,12.7
2018,empstat,selfemp,12.4,24.1,31.8,22.3,9.4
2018,satisf,satisfied,9.2,24.9,31.2,22.8,12
2018,satisf,soso,6.1,19.5,39.3,24.7,10.4
2018,satisf,unsatis,5,17.9,35,28.2,13.9
2018,hhinc,belhund,12.5,24.7,32.7,22.2,7.9
2018,hhinc,hund,8.5,21.8,36.1,23.6,10
2018,hhinc,twhund,6.9,20.8,36.5,24.4,11.4
2018,hhinc,thhund,6.2,19.4,36.5,26,11.9
2018,hhinc,fohund,5.6,20.4,36.9,25.3,11.8
2018,hhinc,fvhund,5.4,23.5,33.7,26,11.3
2018,hhinc,sxhund,5.9,21.7,32.9,23.6,15.8
2018,agend,teenm,-,-,-,-,-
2018,agend,teenf,-,-,-,-,-
2018,agend,teensm,8.5,24,37.7,21.2,8.7
2018,agend,teensf,6.3,23.5,36.5,24.8,8.9
2018,agend,twentm,6,19.3,36.6,25.6,12.6
2018,agend,twentf,3.6,17.3,34.3,27.2,17.6
2018,agend,thirtm,5.3,17.8,34.1,26.3,16.5
2018,agend,thirtf,3.4,16.2,33.2,25.5,21.6
2018,agend,fortm,5.3,21.5,37.7,25,10.5
2018,agend,fortf,4.6,21,36.1,25.7,12.6
2018,agend,fiftm,7.3,23,37.8,23.7,8.2
2018,agend,fiftf,7.5,21.4,38,24.4,8.8
2018,agend,sixm,11.9,24,33.3,23,7.9
2018,agend,sixf,12.3,25.9,31.9,22.2,7.7
2018,agend,eldm,13.3,24.5,32.6,22,7.6
2018,agend,eldf,14.2,27.2,30.1,21.6,6.8
2018,agedu,twmid,7.1,22.8,39.6,17.9,12.6
2018,agedu,twhigh,5.5,19.1,37.2,24.3,13.9
2018,agedu,twcol,4,17.4,33.6,28.7,16.3
2018,agedu,thmid,6.7,18.4,47.2,16.7,10.9
2018,agedu,thhigh,5.7,16.7,38.1,24.4,15.1
2018,agedu,thcol,3.8,17.2,31.4,26.9,20.8
2018,agedu,frtmid,10.2,21.2,31.6,27.5,9.6
2018,agedu,frthigh,5,21.8,39.5,24.6,9.1
2018,agedu,frtcol,4.6,20.9,35.3,25.7,13.5
2018,agedu,fifmid,8.8,22.3,34.9,25.5,8.6
2018,agedu,fifhigh,6.8,20.9,40.5,24,7.8
2018,agedu,fifcol,7.4,24,36.1,23.2,9.3
2018,agedu,sxmid,13.6,27.2,31.8,20.8,6.6
2018,agedu,sxhigh,9.2,20.8,34.8,25.6,9.6
2018,agedu,sxcol,11.1,23.8,31.5,24.3,9.3
2018,agedu,eldmid,15.1,27.8,30.2,20.7,6.3
2018,agedu,eldhigh,10.3,21.4,35.3,24.6,8.5
2018,agedu,eldcol,12.5,24.5,29.8,23.1,10.1
2020,total,total,11.4,26.8,39.2,17.7,4.9
2020,geog,urban,8.6,25.9,41.5,19,5.1
2020,geog,rural,24,31.2,28.8,11.9,4
2020,gender,male,11.6,26.7,39.6,17.1,5
2020,gender,female,11.1,27,38.8,18.4,4.8
2020,residence,indiv,17.2,27.2,36.4,15.5,3.7
2020,residence,apt,9.6,27.7,39.4,18,5.2
2020,residence,other,7.6,23.1,43.3,20.4,5.6
2020,age,teen,-,-,-,-,-
2020,age,teens,16.2,30.5,37.4,12.8,3.1
2020,age,twenties,9,24.8,41,19.3,5.9
2020,age,thirties,7.1,23.3,40.6,21.2,7.9
2020,age,forties,8.9,27.5,39.6,18.5,5.6
2020,age,fifties,10.3,26.6,42.6,16.7,3.9
2020,age,sixties,16.4,28.8,35.3,16.3,3.2
2020,age,elder,18.4,29.4,33.6,15.6,3
2020,educ,elem,19.4,30.4,33.2,14.5,2.5
2020,educ,midsc,13.8,27.7,40,15.2,3.3
2020,educ,highsc,10.5,25.9,41.7,17.4,4.6
2020,educ,college,8.8,26.3,38.6,19.9,6.4
2020,marital,unmarried,10.4,25.7,40.8,18.1,5
2020,marital,married,11.2,27,38.9,17.7,5.1
2020,marital,dead,18.5,30.9,32.6,15.9,2.1
2020,marital,divorced,9.4,26.2,41.3,17.9,5.2
2020,econ,work,10.6,26.6,39.8,18,5
2020,econ,nowork,12.3,27.1,38.5,17.4,4.7
2020,indust,agriff,34.7,28.7,22.5,11.6,2.4
2020,indust,mining,7.5,24.5,43,19.9,5.2
2020,indust,socap,9.5,26.9,40.3,18,5.2
2020,job,profm,8.3,25.8,38,21.2,6.7
2020,job,clerk,8.6,27.6,40.5,18.2,5.1
2020,job,service,9.1,26.7,42,17.9,4.2
2020,job,farmf,35.8,28.3,22,11.4,2.5
2020,job,funct,9.8,26,42.4,17.1,4.8
2020,empstat,employee,9.2,26.3,41,18.3,5.2
2020,empstat,employer,9.3,27.7,39.8,16.9,6.3
2020,empstat,selfemp,15.4,27.1,35.3,17.8,4.4
2020,satisf,satisfied,14.8,30.7,34.7,15.5,4.3
2020,satisf,soso,9,24.4,43.6,18.5,4.5
2020,satisf,unsatis,8,22.4,38.9,22.6,8.1
2020,hhinc,belhund,17,28.5,35.1,16.1,3.4
2020,hhinc,hund,13.4,25.9,38.8,17.4,4.5
2020,hhinc,twhund,10,26,41.1,18.1,4.8
2020,hhinc,thhund,10.3,25.5,41.4,17.8,5
2020,hhinc,fohund,9.3,27.5,39.3,18.2,5.7
2020,hhinc,fvhund,9.1,28,40.2,17.2,5.5
2020,hhinc,sxhund,11,27.7,37.3,18.6,5.3
2020,agend,teenm,-,-,-,-,-
2020,agend,teenf,-,-,-,-,-
2020,agend,teensm,18.2,30.8,35.6,11.9,3.5
2020,agend,teensf,14.1,30.1,39.3,13.8,2.8
2020,agend,twentm,10.2,23.6,41.7,17.7,6.7
2020,agend,twentf,7.7,26.1,40.3,20.9,5
2020,agend,thirtm,7.4,24.3,41.4,19.7,7.1
2020,agend,thirtf,6.7,22.1,39.8,22.7,8.7
2020,agend,fortm,9.6,27.2,39.3,18.4,5.6
2020,agend,fortf,8.1,27.7,39.9,18.7,5.6
2020,agend,fiftm,10.9,27.4,41.7,15.9,4.1
2020,agend,fiftf,9.7,25.7,43.4,17.5,3.7
2020,agend,sixm,15.5,27.9,37,16.3,3.3
2020,agend,sixf,17.1,29.5,33.8,16.4,3.2
2020,agend,eldm,17.5,27.7,35.9,15.3,3.5
2020,agend,eldf,19.1,30.6,31.8,15.8,2.7
2020,agedu,twmid,2.6,14.2,63.6,10.8,8.8
2020,agedu,twhigh,10.6,24.2,43,17.8,4.4
2020,agedu,twcol,7.5,25.8,38.4,21,7.3
2020,agedu,thmid,17.2,17.1,49.3,11.3,5.2
2020,agedu,thhigh,7.8,22.1,44.3,18.6,7.1
2020,agedu,thcol,6.5,23.9,38.8,22.5,8.3
2020,agedu,frtmid,7.1,28.5,41.9,18.7,3.8
2020,agedu,frthigh,8.7,27.6,40.8,17.5,5.4
2020,agedu,frtcol,9.1,27.3,38.7,19.2,5.8
2020,agedu,fifmid,10.7,27,45.3,13.8,3.2
2020,agedu,fifhigh,9.8,25.4,43.4,17.6,3.8
2020,agedu,fifcol,10.7,28,40.2,16.8,4.3
2020,agedu,sxmid,18.6,29.4,33.7,15.8,2.6
2020,agedu,sxhigh,13.3,27.6,38.3,16.9,4
2020,agedu,sxcol,13.8,28.5,35.6,17.5,4.5
2020,agedu,eldmid,19.9,30.4,32.4,15,2.3
