year,category1,category2,1,2,3,4,5
2016,hhinc,thhund,0.8,3.9,16.5,43.6,35.3
2016,hhinc,fohund,0.5,3.1,15.1,44.1,37.2
2016,hhinc,fvhund,0.5,3.1,13,44.3,39.1
2016,hhinc,sxhund,0.5,2.6,12.7,43.8,40.4
2016,agend,teenm,1.8,6.3,25,42.2,24.7
2016,agend,teenf,0.9,4.7,19.6,47.7,27.2
2016,agend,twentm,1.7,4.1,22.4,41.1,30.8
2016,agend,twentf,0.3,2.8,14.7,40.9,41.4
2016,agend,thirtm,0.7,3.4,14.4,42,39.5
2016,agend,thirtf,0.3,1.6,10.2,37.4,50.5
2016,agend,fortm,0.5,3.5,16.3,43.6,36
2016,agend,fortf,0.5,2.7,12.8,43.6,40.5
2016,agend,fiftm,0.7,3.7,16.6,46.7,32.4
2016,agend,fiftf,0.7,3,13.9,47.8,34.6
2016,agend,sixm,0.8,5.1,15.7,51.1,27.3
2016,agend,sixf,0.9,4.8,18.1,49,27.3
2016,agend,eldm,0.9,5.6,16.1,50.2,27.2
2016,agend,eldf,0.9,5,18.9,49.9,25.2
2016,agedu,twmid,4.7,2.5,26.8,40.6,25.5
2016,agedu,twhigh,1.1,4.2,21,41.1,32.6
2016,agedu,twcol,0.7,2.7,15.6,40.8,40.2
2016,agedu,thmid,1.5,4.6,15.8,35.3,42.8
2016,agedu,thhigh,0.7,2.7,15.2,41.1,40.3
2016,agedu,thcol,0.4,2.4,11,39.2,47.1
2016,agedu,frtmid,1.1,3.8,21.2,45,28.9
2016,agedu,frthigh,0.5,2.9,16.8,44.4,35.5
2016,agedu,frtcol,0.5,3.3,11.8,42.8,41.7
2016,agedu,fifmid,1.4,4.4,17.7,49.7,26.7
2016,agedu,fifhigh,0.6,2.8,16.6,47.5,32.5
2016,agedu,fifcol,0.3,3.2,11,44.7,40.9
2016,agedu,sxmid,0.8,5.3,18.8,50.2,24.9
2016,agedu,sxhigh,1.2,4.3,14,51.6,28.9
2016,agedu,sxcol,0.5,4,13.3,45.3,36.9
2016,agedu,eldmid,0.9,5.5,19.5,50.1,24
2016,agedu,eldhigh,1.2,5.2,13.7,51,29
2016,agedu,eldcol,0.6,3.9,12.9,47.6,35.1
2018,total,total,0.6,3.9,13,37.2,45.3
2018,geog,urban,0.6,3.5,12.3,36.7,46.8
2018,geog,rural,0.9,5.5,16,39.4,38.1
2018,gender,male,0.9,4.4,14.6,39.3,40.8
2018,gender,female,0.4,3.4,11.4,35.1,49.7
2018,residence,indiv,0.9,5.3,15.7,39.9,38.3
2018,residence,apt,0.5,3.1,11.4,35.8,49.1
2018,residence,other,0.7,4.2,13.4,37,44.8
2018,age,teen,1.3,4.6,15.8,36.8,41.5
2018,age,twenties,0.7,3.1,13.3,34.8,48
2018,age,thirties,0.4,2.8,9.9,32.7,54.2
2018,age,forties,0.6,3.1,11.3,35.9,49.1
2018,age,fifties,0.5,3.7,12.8,40.5,42.5
2018,age,sixties,0.7,5.6,15.4,40.4,37.8
2018,age,elder,0.7,6.3,16.1,41.1,35.7
2018,educ,elem,1,6.2,17.8,41.5,33.6
2018,educ,midsc,0.7,5,15.8,38.7,39.8
2018,educ,highsc,0.6,3.8,13.6,38.7,43.4
2018,educ,college,0.6,2.9,9.8,33.8,53
2018,marital,unmarried,0.8,3.9,14.1,36.8,44.4
2018,marital,married,0.6,3.5,11.7,36.9,47.3
2018,marital,dead,0.7,6.8,17,41.2,34.2
2018,marital,divorced,0.7,4.2,15.5,37.8,41.8
2018,econ,work,0.5,3.7,12.1,37.7,45.9
2018,econ,nowork,0.8,4.1,14.2,36.5,44.4
2018,indust,agriff,1.4,8.2,15.4,44.5,30.5
2018,indust,mining,0.6,3.1,11.7,38.9,45.6
2018,indust,socap,0.5,3.5,11.9,36.9,47.2
2018,job,profm,0.5,3.1,8.9,33.3,54.2
2018,job,clerk,0.4,2.5,10.7,35.6,50.7
2018,job,service,0.3,3.7,12.8,37,46.1
2018,job,farmf,1.2,8.3,15.7,43.9,30.8
2018,job,funct,0.7,4.1,14.1,41.8,39.3
2018,empstat,employee,0.5,3.1,11.9,37.3,47.1
2018,empstat,employer,0.5,4.1,11.9,35.9,47.6
2018,empstat,selfemp,0.6,5.8,12.9,39.9,40.9
2018,satisf,satisfied,0.8,4.3,11.6,35.9,47.4
2018,satisf,soso,0.5,3.5,14.7,38.8,42.5
2018,satisf,unsatis,0.6,3.8,12,36.1,47.4
2018,hhinc,belhund,0.8,6.5,16.5,41.2,34.9
2018,hhinc,hund,0.7,5,15.3,37.8,41.2
2018,hhinc,twhund,0.8,3.4,14.2,38,43.6
2018,hhinc,thhund,0.5,3.9,13.2,36.5,45.8
2018,hhinc,fohund,0.6,2.9,11.1,38,47.5
2018,hhinc,fvhund,0.4,2.7,11.1,35.6,50.3
2018,hhinc,sxhund,0.5,2.8,9,33.7,54
2018,agend,teenm,2.1,5.1,19.2,37,36.7
2018,agend,teenf,0.4,4.1,12.3,36.5,46.7
2018,agend,twentm,1.1,4,15.9,38.2,40.8
2018,agend,twentf,0.4,2.3,10.6,31.3,55.4
2018,agend,thirtm,0.6,3.5,11.8,36.8,47.3
2018,agend,thirtf,0.3,2.1,7.9,28.2,61.6
2018,agend,fortm,0.8,3.8,13.4,37.5,44.5
2018,agend,fortf,0.3,2.3,9.2,34.2,53.9
2018,agend,fiftm,0.5,4.2,14.5,43.2,37.5
2018,agend,fiftf,0.5,3.2,11.1,37.8,47.5
2018,agend,sixm,0.8,5.8,15.4,41.4,36.5
2018,agend,sixf,0.6,5.5,15.4,39.6,38.9
2018,agend,eldm,0.9,6.5,16,41.2,35.4
2018,agend,eldf,0.6,6.2,16.2,41.1,36
2018,agedu,twmid,-,7.2,17.3,43,32.6
2018,agedu,twhigh,0.8,3.5,15.3,38,42.4
2018,agedu,twcol,0.7,2.7,11.3,31.4,54
2018,agedu,thmid,0.3,9.5,15.7,35,39.4
2018,agedu,thhigh,0.4,2.4,12.4,37,47.8
2018,agedu,thcol,0.4,2.8,8.7,30.8,57.4
2018,agedu,frtmid,1.6,7.7,19.8,39.4,31.5
2018,agedu,frthigh,0.2,3.4,13.4,38.4,44.6
2018,agedu,frtcol,0.8,2.6,9.2,33.7,53.8
2018,agedu,fifmid,0.4,4.4,16.2,43.1,35.9
2018,agedu,fifhigh,0.6,3.7,13,40,42.6
2018,agedu,fifcol,0.4,3.3,10.3,39.5,46.5
2018,agedu,sxmid,0.7,6.5,17.2,41.3,34.4
2018,agedu,sxhigh,0.5,4.6,13.5,39.2,42.2
2018,agedu,sxcol,0.6,3.7,11.3,39.2,45.1
2018,agedu,eldmid,0.7,6.8,17.5,41.9,33.1
2018,agedu,eldhigh,0.6,6,14.4,39.6,39.4
2018,agedu,eldcol,0.8,3.8,10.5,39.5,45.4
2020,total,total,1.5,6.3,19.4,43.3,29.6
2020,geog,urban,1.3,5.8,18.9,43.2,30.8
2020,geog,rural,2.1,8.9,21.7,43.5,23.9
2020,gender,male,1.8,7.1,21.7,43.1,26.3
2020,gender,female,1.1,5.6,17.1,43.4,32.8
2020,residence,indiv,2,9,22.8,43.1,23.1
2020,residence,apt,1.2,5.3,17.5,43.3,32.7
2020,residence,other,1.4,5.3,19.8,43.5,30
2020,age,teen,3.6,8.4,24.2,41,22.8
2020,age,twenties,1.7,6.8,20.2,42.3,29.1
2020,age,thirties,1,4.4,15.9,39.5,39.2
2020,age,forties,1.1,4.8,16.8,41.9,35.5
2020,age,fifties,1.3,5.7,19,45.9,28.1
2020,age,sixties,1.4,8.1,21.7,45.8,23
2020,age,elder,1.5,9.2,22.2,45.8,21.3
2020,educ,elem,2.5,10.1,24.5,43.4,19.4
2020,educ,midsc,2,7.5,22.7,45.3,22.6
2020,educ,highsc,1.6,6.2,20.8,43,28.4
2020,educ,college,0.8,4.8,15.2,42.9,36.2
2020,marital,unmarried,2,7,21.2,42.3,27.5
2020,marital,married,1.1,5.4,17.9,43.7,31.9
2020,marital,dead,1.9,10.2,22.9,43.8,21.1
2020,marital,divorced,1.7,7.3,19.9,43.5,27.7
2020,econ,work,1.2,5.8,18.9,43.9,30.2
2020,econ,nowork,1.7,7,19.9,42.5,28.9
2020,indust,agriff,3,10.5,21.7,46.6,18.2
2020,indust,mining,1.5,6.2,19.9,44.9,27.4
2020,indust,socap,1,5.3,18.5,43.5,31.7
2020,job,profm,0.9,4.5,13.7,43.7,37.3
2020,job,clerk,0.6,4.7,15.9,44.4,34.4
2020,job,service,1.2,5.7,19.7,43.3,30.1
2020,job,farmf,2.9,10.5,21.4,47,18.2
2020,job,funct,1.7,6.6,23.6,43.8,24.3
2020,empstat,employee,1.1,5.5,18.4,43.8,31.2
2020,empstat,employer,1.1,6.3,20.3,42.4,29.8
2020,empstat,selfemp,1.8,6.5,20.2,44.7,26.8
2020,satisf,satisfied,2,7.4,18,42.9,29.7
2020,satisf,soso,1,5.6,21.4,44.1,27.8
2020,satisf,unsatis,1.2,5.2,16.5,41.5,35.6
2020,hhinc,belhund,2,9.3,23.3,43.6,21.8
2020,hhinc,hund,1.7,7.4,20.8,44.7,25.5
2020,hhinc,twhund,1.4,6.8,19.7,42.5,29.7
2020,hhinc,thhund,1.7,5.5,18.9,43.9,30
2020,hhinc,fohund,1.3,5.5,18.1,43.1,32
2020,hhinc,fvhund,0.9,5.3,17.7,44.6,31.5
2020,hhinc,sxhund,1.1,4.9,17.2,41.5,35.3
2020,agend,teenm,5.4,9.5,26.1,38.9,20.1
2020,agend,teenf,1.6,7.2,22.3,43.3,25.6
2020,agend,twentm,2.5,8.6,23.6,41,24.4
2020,agend,twentf,0.8,4.9,16.7,43.7,34
2020,agend,thirtm,1.3,5.9,19.3,39.7,33.9
2020,agend,thirtf,0.8,2.8,12.1,39.3,45
2020,agend,fortm,1.4,5.2,20.1,42.7,30.5
2020,agend,fortf,0.7,4.4,13.2,41,40.6
2020,agend,fiftm,1.4,6.7,21.5,45.4,25
2020,agend,fiftf,1.2,4.6,16.5,46.5,31.2
2020,agend,sixm,1.3,8,22,46.7,21.9
2020,agend,sixf,1.4,8.3,21.4,45.1,23.9
2020,agend,eldm,1.6,8.7,21.9,47.2,20.6
2020,agend,eldf,1.5,9.6,22.4,44.7,21.7
2020,agedu,twmid,1.6,11.3,29.6,28,29.4
2020,agedu,twhigh,2.3,6.8,22.2,42.6,26.1
2020,agedu,twcol,1,6.7,17.8,42.3,32.1
2020,agedu,thmid,7.5,12.1,20.7,40.1,19.5
2020,agedu,thhigh,1.4,5.8,20.2,38.1,34.5
2020,agedu,thcol,0.7,3.6,13.9,40,41.7
2020,agedu,frtmid,1.8,8.2,21.6,42.2,26.2
2020,agedu,frthigh,1.7,4.9,21.3,40.6,31.6
2020,agedu,frtcol,0.6,4.6,13.5,42.8,38.5
2020,agedu,fifmid,1.7,5.7,20.7,47.6,24.3
2020,agedu,fifhigh,1.3,6.2,20.3,45.1,27.2
2020,agedu,fifcol,1.1,5,16.5,46.3,31.1
2020,agedu,sxmid,1.7,9.5,23.9,45.3,19.6
2020,agedu,sxhigh,1.2,6.7,19.7,46.2,26.1
2020,agedu,sxcol,0.5,5.3,16.6,47.1,30.4
2020,agedu,eldmid,1.9,10.4,24.1,45.2,18.4
2020,agedu,eldhigh,1.1,7.5,19,47.1,25.3
2020,agedu,eldcol,0.5,5.8,17.9,46.2,29.6
