year,category1,category2,1,2,3,4,5
2012,agend,thirtf,0.7,5.1,21.8,55.7,16.8
2012,agend,fortm,1.1,9.7,28,48.6,12.6
2012,agend,fortf,0.7,6.5,22.9,55,14.8
2012,agend,fiftm,1.7,10,27.9,50.3,10
2012,agend,fiftf,1,8.7,25.1,53.5,11.7
2012,agend,sixm,1.5,10.1,29.9,50,8.4
2012,agend,sixf,1.2,10.8,30.3,49.4,8.4
2012,agend,eldm,1.8,10.2,30.2,49.9,8
2012,agend,eldf,1.4,11.4,31,48,8.2
2012,agedu,twmid,6.4,4.1,40.8,44.6,4.1
2012,agedu,twhigh,2.5,9.9,29.9,45.4,12.2
2012,agedu,twcol,1.1,9.7,24.4,51.9,12.8
2012,agedu,thmid,3.2,6.8,36.9,46.1,7.1
2012,agedu,thhigh,0.5,6.9,28.5,50.2,13.8
2012,agedu,thcol,1.4,7.5,21.9,53.4,15.8
2012,agedu,frtmid,1.4,9.8,30.3,48.5,10.1
2012,agedu,frthigh,0.7,7.9,25.6,51.7,14.1
2012,agedu,frtcol,1.1,8,24.3,52.5,14
2012,agedu,fifmid,1.7,9.2,28.8,50.1,10.1
2012,agedu,fifhigh,0.9,9.2,26.5,51.9,11.5
2012,agedu,fifcol,1.6,9.8,22.7,54.8,11
2012,agedu,sxmid,1.4,10.9,31.1,49.1,7.6
2012,agedu,sxhigh,1.4,10.9,28.2,49.8,9.6
2012,agedu,sxcol,1,7.1,26.6,53.6,11.7
2012,agedu,eldmid,1.6,11.4,31.5,47.9,7.6
2012,agedu,eldhigh,1.6,10.9,27.2,51.5,9
2012,agedu,eldcol,1.4,6.5,29.3,51.8,11
2014,total,total,1.2,8.9,27,49.6,13.3
2014,geog,urban,1.2,8.6,27,50,13.2
2014,geog,rural,1.5,10.6,26.8,47.6,13.5
2014,gender,male,1.7,10.1,28.6,47.7,11.9
2014,gender,female,0.8,7.8,25.4,51.4,14.6
2014,residence,indiv,1.4,11.1,28.1,47.1,12.3
2014,residence,apt,1.1,8,25,51.5,14.3
2014,residence,other,1.3,8.2,30.2,48.3,11.9
2014,age,teen,-,-,-,-,-
2014,age,teens,2.3,10.7,29.6,44.6,12.9
2014,age,twenties,1.7,10.6,28.5,46.9,12.2
2014,age,thirties,1.1,7.2,26.7,49.9,15.1
2014,age,forties,0.7,7.2,25,51.8,15.3
2014,age,fifties,1.1,8.2,26.3,51.4,13
2014,age,sixties,1.2,10.6,27.2,50,11
2014,age,elder,1.3,11.1,28,49.1,10.5
2014,educ,elem,1.5,10.9,29.5,46.9,11.2
2014,educ,midsc,1.4,10.4,29.2,47.5,11.5
2014,educ,highsc,1.1,8.3,28.2,48.9,13.5
2014,educ,college,1.2,8.2,23.6,52.4,14.7
2014,marital,unmarried,1.8,10.1,29,46.6,12.5
2014,marital,married,1,8.2,25.4,51.4,14
2014,marital,dead,1,10.7,30,47.7,10.5
2014,marital,divorced,0.6,7.8,29.7,49,13
2014,econ,work,1.1,8.6,26.7,50.2,13.5
2014,econ,nowork,1.5,9.4,27.3,48.8,13
2014,indust,agriff,1.6,12.2,26.7,47.1,12.3
2014,indust,mining,1,7.5,26.8,51.2,13.5
2014,indust,socap,1,8.4,26.6,50.3,13.7
2014,job,profm,1.4,7.7,23.8,53.4,13.7
2014,job,clerk,0.9,7.7,24.3,52.2,14.9
2014,job,service,0.8,8.5,27.4,49.2,14.1
2014,job,farmf,1.4,12,26.1,47.4,13.1
2014,job,funct,1,8.8,29.6,48.2,12.4
2014,empstat,employee,1.1,8.3,26.6,50.7,13.3
2014,empstat,employer,0.6,7.7,26.3,51,14.5
2014,empstat,selfemp,1.1,9.2,27.5,48.1,14
2014,satisf,satisfied,1.5,10.3,25,49.8,13.3
2014,satisf,soso,0.9,7.7,30,49.4,12
2014,satisf,unsatis,1.5,8.7,23.3,49.4,17.1
2014,hhinc,belhund,1.4,10.8,28.8,48.4,10.6
2014,hhinc,hund,1.3,9.1,28.6,48.3,12.7
2014,hhinc,twhund,1.4,8.8,27.8,48.5,13.5
2014,hhinc,thhund,0.9,8.3,27.2,49.7,13.9
2014,hhinc,fohund,1,8.7,24.9,50.6,14.9
2014,hhinc,fvhund,1.3,8.8,22.7,54,13.3
2014,hhinc,sxhund,1.4,7.6,24.1,52.2,14.7
2014,agend,teenm,-,-,-,-,-
2014,agend,teenf,-,-,-,-,-
2014,agend,teensm,3.4,12.6,30.9,41,12
2014,agend,teensf,1,8.6,28.2,48.4,13.8
2014,agend,twentm,2.5,13.5,31.1,43.8,9.1
2014,agend,twentf,1,7.8,26,50,15.2
2014,agend,thirtm,1.7,9.1,29.2,47.3,12.6
2014,agend,thirtf,0.5,5.3,24.1,52.5,17.5
2014,agend,fortm,1,7.9,27.3,50.6,13.2
2014,agend,fortf,0.5,6.4,22.7,53,17.5
2014,agend,fiftm,1.1,9,27.8,50,12.1
2014,agend,fiftf,1,7.5,24.8,52.8,14
2014,agend,sixm,1.4,10.2,27,49.7,11.7
2014,agend,sixf,1,10.9,27.3,50.3,10.4
2014,agend,eldm,1.6,10.8,26.9,49.8,10.9
2014,agend,eldf,1.1,11.4,28.8,48.6,10.2
2014,agedu,twmid,1.8,14.9,41.7,36,5.6
2014,agedu,twhigh,2.1,11,31,44,11.9
2014,agedu,twcol,1.4,10.2,25.5,50.2,12.7
2014,agedu,thmid,0.7,8.6,33.7,46.1,10.9
2014,agedu,thhigh,0.7,6.9,29.8,46.9,15.7
2014,agedu,thcol,1.3,7.4,25,51.5,14.9
2014,agedu,frtmid,1.4,5.4,28.3,53,11.8
2014,agedu,frthigh,0.8,6.7,27.5,49.6,15.5
2014,agedu,frtcol,0.6,7.9,22,53.9,15.6
2014,agedu,fifmid,1.4,9.8,29.2,47.9,11.7
2014,agedu,fifhigh,0.9,7.5,27.5,51.2,12.8
2014,agedu,fifcol,0.9,7.3,20.5,56.1,15.1
2014,agedu,sxmid,1.1,11.5,29.2,48,10.2
2014,agedu,sxhigh,0.8,8.7,23.2,56.5,10.8
2014,agedu,sxcol,2.6,9.1,22.3,49.9,16.2
2014,agedu,eldmid,1.2,11.9,30,46.8,10
2014,agedu,eldhigh,1.1,8.2,23.5,57,10.2
2014,agedu,eldcol,2.5,10.5,20,51.8,15.2
2016,total,total,1.7,9.2,26.3,48.8,14
2016,geog,urban,1.7,9,26.4,48.6,14.2
2016,geog,rural,1.5,9.9,26.1,49.4,13.1
2016,gender,male,2.1,10.2,28.2,46.8,12.8
2016,gender,female,1.3,8.2,24.6,50.7,15.2
2016,residence,indiv,2,11,27.7,46.7,12.5
2016,residence,apt,1.5,7.9,25.2,50.4,15.1
2016,residence,other,1.9,10,27.6,47.2,13.3
2016,age,teen,-,-,-,-,-
2016,age,teens,2.2,9.5,30,45,13.3
2016,age,twenties,2.6,10.5,28.9,44.6,13.4
2016,age,thirties,1.4,8.5,24.2,49.9,16
2016,age,forties,1.2,7.5,25.1,49.5,16.7
2016,age,fifties,1.3,8.6,24.2,51.7,14.2
2016,age,sixties,1.8,10.6,27.7,49.2,10.7
2016,age,elder,1.8,11.2,28.9,47.7,10.5
2016,educ,elem,1.9,11.2,29.3,46.1,11.5
2016,educ,midsc,1.8,10.9,28.4,47.3,11.6
2016,educ,highsc,1.9,9,26.6,48,14.6
2016,educ,college,1.4,8,24.1,51.2,15.3
2016,marital,unmarried,2.4,10.2,28.5,46.2,12.7
2016,marital,married,1.4,8.3,24.7,50.5,15
2016,marital,dead,1.6,10.9,29.6,47.1,10.8
2016,marital,divorced,1.3,11.1,27.3,45.4,14.9
2016,econ,work,1.5,8.8,25.4,49.8,14.4
2016,econ,nowork,1.9,9.7,27.5,47.4,13.5
2016,indust,agriff,1.6,10.5,24.3,51.7,12
2016,indust,mining,1.4,8.7,28.5,47.4,14
2016,indust,socap,1.6,8.7,24.8,50.2,14.7
2016,job,profm,1.6,7.9,23.9,50.6,16
2016,job,clerk,1.5,7.1,24.1,52.5,14.8
2016,job,service,1.2,8.6,25.5,49.8,14.9
2016,job,farmf,1.4,10.5,24.3,51.6,12.2
2016,job,funct,1.8,10.2,27.4,47.5,13.1
2016,empstat,employee,1.6,8.7,25.7,49.6,14.4
2016,empstat,employer,1.9,7.5,23.1,50.6,17
2016,empstat,selfemp,1.2,10.2,25.7,49.4,13.5
2016,satisf,satisfied,2.2,10.2,24.5,49.6,13.5
2016,satisf,soso,1.2,8.4,28.9,48.1,13.3
2016,satisf,unsatis,1.9,8.7,23.7,48,17.7
2016,hhinc,belhund,2.2,11.3,28,46.9,11.6
2016,hhinc,hund,1.9,10.2,27.3,47.6,12.9
2016,hhinc,twhund,1.7,7.9,27.1,48.2,15.2
2016,hhinc,thhund,1.6,9.5,27,48,13.9
2016,hhinc,fohund,1.1,8.7,26.2,49,15
2016,hhinc,fvhund,1.8,8.1,23.1,52.8,14.3
2016,hhinc,sxhund,1.7,8.3,23,51.8,15.1
2016,agend,teenm,-,-,-,-,-
2016,agend,teenf,-,-,-,-,-
2016,agend,teensm,3,10.8,31.4,42,12.8
2016,agend,teensf,1.4,8.2,28.5,48.2,13.7
2016,agend,twentm,3.8,12.7,32.1,40.4,10.9
2016,agend,twentf,1.4,8.2,25.6,48.9,15.9
2016,agend,thirtm,1.6,10.7,27.5,46,14.1
2016,agend,thirtf,1.2,6.2,20.7,53.9,18
2016,agend,fortm,1.6,8.2,27.7,47.6,14.9
2016,agend,fortf,0.9,6.8,22.4,51.4,18.6
2016,agend,fiftm,1.5,9.3,26.1,50.3,12.8
2016,agend,fiftf,1.1,7.8,22.3,53.1,15.7
2016,agend,sixm,1.9,10.1,26.6,50.4,11
2016,agend,sixf,1.7,11,28.5,48.2,10.5
2016,agend,eldm,1.7,11,27.2,49.3,10.8
2016,agend,eldf,1.8,11.3,30.1,46.6,10.2
2016,agedu,twmid,2.2,9.9,30,45.3,12.7
2016,agedu,twhigh,3.6,11.9,29.3,42.5,12.7
2016,agedu,twcol,1.7,9,28.4,46.7,14.1
2016,agedu,thmid,3.7,8,20.6,54.6,13.2
2016,agedu,thhigh,1.5,8.5,25.4,46.9,17.7
2016,agedu,thcol,1.4,8.5,23.7,51.2,15.2
2016,agedu,frtmid,2.4,8.7,35.8,40.3,12.8
2016,agedu,frthigh,0.9,7.6,25.7,49,16.8
2016,agedu,frtcol,1.4,7.3,23.5,50.7,17.1
2016,agedu,fifmid,1.9,11,25.8,49.2,12.1
2016,agedu,fifhigh,1.2,8.3,25.3,50.5,14.6
2016,agedu,fifcol,1,6.8,21,55.8,15.5
2016,agedu,sxmid,1.6,12,29.1,47,10.3
2016,agedu,sxhigh,2.3,8.7,26.3,51.7,11.1
2016,agedu,sxcol,1.9,7.5,22.6,55.9,12
2016,agedu,eldmid,1.7,12.1,30.5,45.7,10
2016,agedu,eldhigh,2.2,9.7,25.5,51.2,11.3
2016,agedu,eldcol,1.1,7.1,24.1,55.7,12
2018,total,total,2.4,16.7,31.6,41.2,8.1
2018,geog,urban,2.3,16.4,31.9,41.3,8.2
2018,geog,rural,3,18.5,30.1,40.7,7.7
2018,gender,male,3.1,18.6,32.8,38.9,6.7
2018,gender,female,1.7,15,30.4,43.4,9.5
2018,residence,indiv,2.7,19,31.2,39.7,7.4
2018,residence,apt,2.3,15.5,31.5,42.3,8.4
2018,residence,other,2.3,16.9,32.5,40,8.2
2018,age,teen,-,-,-,-,-
2018,age,teens,4.8,18.7,33.3,35.1,8.1
2018,age,twenties,2.9,17.7,33.5,37.1,8.8
2018,age,thirties,2.3,15.5,29.9,41.8,10.4
2018,age,forties,1.9,14.9,29.4,45,8.8
2018,age,fifties,1.8,15.5,31.5,43.8,7.3
2018,age,sixties,2.2,18.8,32.7,40.1,6.2
2018,age,elder,2.3,19.8,32.4,39.7,5.9
2018,educ,elem,3.2,19.4,32.3,37.8,7.2
2018,educ,midsc,3.2,18.6,32.8,38.3,7
2018,educ,highsc,2.3,16.6,32.8,40.7,7.5
2018,educ,college,1.9,15.3,29.7,43.7,9.3
2018,marital,unmarried,3.3,18.3,32.5,37.5,8.4
2018,marital,married,1.9,15.6,31.2,43.2,8
2018,marital,dead,2.7,18.9,30.6,40.7,7.1
2018,marital,divorced,2.8,17.8,31.8,39.5,8.2
2018,econ,work,2.2,16.7,30.7,42.2,8.3
2018,econ,nowork,2.7,16.8,32.9,39.7,7.9
2018,indust,agriff,3,19.7,27.6,42.1,7.7
2018,indust,mining,2.1,18.1,31.5,40.9,7.5
2018,indust,socap,2.1,16.2,30.7,42.5,8.5
2018,job,profm,1.6,16.3,28.2,44.1,9.8
2018,job,clerk,2,15.7,30.1,42.6,9.6
2018,job,service,2.2,15.7,31.4,42.4,8.4
2018,job,farmf,3,20,27.2,41.8,8.1
2018,job,funct,2.5,17.7,33,40.5,6.2
2018,empstat,employee,2.2,16.6,30.7,42.3,8.3
2018,empstat,employer,1.8,16.2,31.6,41.7,8.6
2018,empstat,selfemp,2.5,17.4,30.5,41.6,8
2018,satisf,satisfied,3.2,19.7,29.4,39.6,8.2
2018,satisf,soso,1.9,14.6,34.9,41.6,7
2018,satisf,unsatis,1.8,15.1,28,44.1,11
2018,hhinc,belhund,3.2,20.3,31.1,39,6.3
2018,hhinc,hund,2.4,17.4,33.2,39.6,7.4
2018,hhinc,twhund,2.4,15.9,34.5,39,8.2
2018,hhinc,thhund,2,16.9,30.8,42,8.2
2018,hhinc,fohund,2.2,14.6,31.8,42.7,8.7
2018,hhinc,fvhund,2.6,15.9,29.5,44,8
2018,hhinc,sxhund,2.3,16.8,28.4,43.1,9.3
2018,agend,teenm,-,-,-,-,-
2018,agend,teenf,-,-,-,-,-
2018,agend,teensm,6.9,19.4,32.9,33.2,7.7
2018,agend,teensf,2.7,18.1,33.6,37.1,8.5
2018,agend,twentm,4,20.7,34.7,33.9,6.7
2018,agend,twentf,1.8,14.6,32.2,40.5,10.9
2018,agend,thirtm,3.2,18.8,32.3,37.2,8.5
2018,agend,thirtf,1.4,12,27.4,46.8,12.5
2018,agend,fortm,2.2,17.1,31.5,42.3,6.9
2018,agend,fortf,1.6,12.5,27.2,47.8,10.8
2018,agend,fiftm,2.3,17.2,33.4,40.9,6.3
2018,agend,fiftf,1.3,13.9,29.7,46.7,8.4
2018,agend,sixm,2.4,19.2,32.2,41.2,5
2018,agend,sixf,2.1,18.5,33.2,39.2,7.1
2018,agend,eldm,2.4,20.2,31.9,40.3,5.2
2018,agend,eldf,2.2,19.5,32.7,39.2,6.4
2018,agedu,twmid,2.6,23.5,35.7,27.7,10.5
2018,agedu,twhigh,4,18.4,35,35,7.6
2018,agedu,twcol,1.9,16.8,31.9,39.5,9.8
2018,agedu,thmid,3.9,17.7,43.4,29.1,5.9
2018,agedu,thhigh,2.5,13.9,32,42.2,9.3
2018,agedu,thcol,2.2,16.1,28.6,42.1,11
2018,agedu,frtmid,2.4,22.6,27.1,40.2,7.7
2018,agedu,frthigh,2,15.6,31.1,43.6,7.7
2018,agedu,frtcol,1.8,13.7,28.3,46.4,9.7
2018,agedu,fifmid,2.7,17.2,32.1,39.7,8.2
2018,agedu,fifhigh,1.6,15.7,31.9,43.8,7
2018,agedu,fifcol,1.5,14.2,30.7,46.4,7.2
2018,agedu,sxmid,2.4,19.7,32.2,39.4,6.2
2018,agedu,sxhigh,1.6,17.9,34.5,39.5,6.5
2018,agedu,sxcol,2.5,16.3,31.4,44.5,5.3
2018,agedu,eldmid,2.5,20.3,31.9,39.2,6.1
